Keywords,SERP Url,04.12.2025 14:59,24.10.2025 10:16,15.07.2025 13:50,19.06.2025 11:33,16.06.2025 16:19,03.03.2025 09:00,08.03.2024 16:56,09.02.2024 10:19,05.07.2023 13:37,05.06.2023 12:59,,02.05.2023 13:59,02.05.2023 13:41,20.04.2023 09:58,13.04.2023 14:16,05.04.2023 09:32,30.03.2023 12:08,23.03.2023 09:31,16.03.2023 10:21,09.03.2023 10:00,23.02.2023 13:20,16.02.2023 12:02,14.02.2023 16:26,09.02.2023 14:33,02.02.2023 11:00,26.01.2023 15:33,11.01.2023 20:22,02.01.2023 16:39,29.12.2022 10:20,22.12.2022 11:58,15.12.2022 09:52,08.12.2022 14:34,29.11.2022 13:48,23.11.2022 10:13,09.10.2022 15:44,04.10.2022 12:59,22.09.2022 11:39,12.09.2022 09:46,07.09.2022 13:27,01.09.2022 14:36,25.08.2022 15:40,15.08.2022 15:48,11.08.2022 14:34,26.07.2022 13:52
mole removal service federal way,https://got-moles.com/mole-control-federal-way/,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,>100,>100,>100,>100,>100,>100
mole removal service federal way,https://got-moles.com/mole-control-federal-way/,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,>100,>100,>100,>100,>100,>100
mole removal service fife,https://got-moles.com/mole-control-fife/,2.0,3.0,3.0,>100,8.0,5.0,10.0,9.0,>100,>100,>100,>100,>100,>100,8.0,9.0,8.0,9.0,8.0,7.0,11.0,12.0,12.0,11.0,11.0,11.0,14.0,11.0,11.0,11.0,11.0,10.0,16.0,10.0,12.0,>100,>100,15.0,>100,>100,>100,>100,>100,>100
mole removal service fife,https://got-moles.com/mole-control-fife/,2.0,3.0,3.0,45.0,8.0,5.0,10.0,8.0,>100,>100,>100,>100,>100,>100,8.0,9.0,10.0,9.0,9.0,11.0,11.0,10.0,13.0,10.0,9.0,9.0,15.0,10.0,11.0,10.0,11.0,9.0,15.0,8.0,12.0,12.0,>100,16.0,>100,>100,>100,>100,>100,>100
mole removal service issaquah,https://got-moles.com/mole-control-issaquah/,2.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,26.0,25.0,23.0,24.0,27.0,23.0,27.0,26.0,30.0,33.0,>100,30.0,>100,>100,>100,>100,>100,>100
mole removal service issaquah,https://got-moles.com/mole-control-issaquah/,2.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,26.0,21.0,20.0,24.0,25.0,24.0,27.0,25.0,33.0,33.0,>100,30.0,>100,>100,>100,>100,>100,>100
mole removal service kenmore,https://got-moles.com/mole-control/,3.0,4.0,2.0,2.0,2.0,1.0,9.0,11.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole removal service kenmore,https://got-moles.com/mole-control/,4.0,3.0,2.0,2.0,2.0,1.0,9.0,10.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole removal service kent,https://got-moles.com/mole-control-kent/,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,8.0,8.0,7.0,5.0,5.0,37.0
mole removal service kent,https://got-moles.com/mole-control-kent/,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,9.0,9.0,9.0,6.0,6.0,35.0
mole removal service kirkland,https://got-moles.com/kirkland/,4.0,7.0,8.0,8.0,7.0,8.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,6.0,6.0,10.0,9.0,27.0,30.0,>100,>100,>100,>100
mole removal service kirkland,https://got-moles.com/mole-control-kirkland/,6.0,8.0,10.0,8.0,8.0,7.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,12.0,8.0,26.0,32.0,>100,>100,>100,>100
mole removal service maple valley,https://got-moles.com/mole-control-maple-valley/,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole removal service maple valley,https://got-moles.com/mole-control-maple-valley/,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole removal service puyallup,https://got-moles.com/mole-control-puyallup/,3.0,4.0,6.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,12.0,10.0,>100,>100,>100,>100,>100,>100
mole removal service puyallup,https://got-moles.com/mole-control-puyallup/,3.0,4.0,6.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,10.0,10.0,12.0,10.0,>100,>100,>100,>100,>100,>100
mole removal service redmond,https://got-moles.com/mole-trapping-redmond/,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,12.0,7.0,>100,>100,>100,>100,>100,>100
mole removal service redmond,https://got-moles.com/mole-trapping-redmond/,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,7.0,14.0,8.0,>100,>100,>100,>100,>100,>100
mole removal service renton,https://got-moles.com/mole-control-renton/,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,12.0,11.0,12.0,11.0,11.0,11.0,10.0,15.0
mole removal service renton,https://got-moles.com/mole-control-renton/,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,9.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,15.0
mole removal service seatac,https://got-moles.com/mole-control-seatac-2/,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,3.0,5.0,6.0,9.0,7.0,7.0,13.0,9.0,15.0,14.0,14.0,12.0,13.0,15.0,13.0,>100
mole removal service seatac,https://got-moles.com/seatac/,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,6.0,6.0,6.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,8.0,7.0,13.0,10.0,14.0,16.0,18.0,14.0,13.0,15.0,14.0,>100
mole removal service seattle,https://got-moles.com/,3.0,2.0,3.0,3.0,3.0,8.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,19.0
mole removal service seattle,https://got-moles.com/,1.0,2.0,3.0,3.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,18.0
mole removal service shoreline,https://got-moles.com/shoreline/,3.0,4.0,4.0,>100,6.0,5.0,11.0,17.0,79.0,43.0,60.0,67.0,46.0,7.0,11.0,12.0,15.0,9.0,9.0,16.0,8.0,9.0,14.0,9.0,15.0,15.0,13.0,9.0,9.0,5.0,6.0,8.0,6.0,10.0,22.0,19.0,>100,25.0,22.0,>100,>100,>100,19.0,>100
mole removal service shoreline,https://got-moles.com/shoreline/,3.0,4.0,4.0,>100,6.0,5.0,11.0,17.0,89.0,58.0,68.0,65.0,>100,19.0,13.0,14.0,14.0,>100,9.0,16.0,8.0,9.0,8.0,9.0,15.0,18.0,6.0,10.0,4.0,25.0,5.0,8.0,7.0,15.0,24.0,30.0,>100,24.0,22.0,>100,>100,>100,20.0,>100
mole removal services near me,https://got-moles.com/,8.0,5.0,3.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole removal services near me,https://got-moles.com/,8.0,5.0,2.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole removal service tacoma,https://got-moles.com/mole-control-tacoma/,4.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,11.0,7.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,11.0,10.0,11.0,11.0,12.0,11.0,12.0,11.0,10.0,18.0,12.0,13.0,15.0,17.0,18.0,17.0,12.0
mole removal service tacoma,https://got-moles.com/mole-control-tacoma/,1.0,2.0,4.0,4.0,4.0,6.0,4.0,5.0,11.0,8.0,9.0,>100,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,20.0,12.0,12.0,13.0,17.0,17.0,17.0,12.0
mole removal service tukwila,https://got-moles.com/tukwila/,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,9.0,5.0,7.0,5.0,5.0,9.0,6.0,5.0,4.0,5.0,9.0,3.0,5.0,10.0,10.0,11.0,11.0,14.0,12.0,8.0,7.0,6.0,8.0,6.0,7.0,5.0,9.0,11.0,>100,14.0,6.0,14.0,>100,>100,14.0,>100
mole removal service tukwila,https://got-moles.com/tukwila/,1.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,9.0,6.0,6.0,5.0,5.0,6.0,7.0,9.0,6.0,5.0,10.0,8.0,8.0,11.0,13.0,11.0,14.0,14.0,8.0,9.0,6.0,6.0,8.0,>100,6.0,7.0,11.0,10.0,>100,16.0,12.0,13.0,20.0,>100,13.0,>100
mole removal service woodinville,https://got-moles.com/mole-control-woodinville/,1.0,1.0,1.0,1.0,1.0,1.0,17.0,19.0,>100,11.0,19.0,14.0,14.0,16.0,20.0,16.0,12.0,15.0,12.0,15.0,12.0,15.0,15.0,19.0,14.0,15.0,11.0,27.0,29.0,23.0,23.0,24.0,13.0,14.0,22.0,23.0,>100,23.0,13.0,>100,>100,>100,>100,>100
mole removal service woodinville,https://got-moles.com/mole-control-woodinville/,1.0,1.0,1.0,1.0,1.0,1.0,15.0,18.0,>100,17.0,17.0,27.0,27.0,13.0,24.0,>100,15.0,14.0,12.0,14.0,12.0,14.0,15.0,15.0,14.0,12.0,11.0,23.0,21.0,21.0,21.0,24.0,13.0,>100,22.0,23.0,>100,21.0,13.0,>100,>100,>100,>100,>100
mole removal tacoma,https://got-moles.com/mole-control-tacoma/,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole removal tacoma,https://got-moles.com/mole-control-tacoma/,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant bellevue,https://got-moles.com/mole-control-bellevue/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant bellevue,https://got-moles.com/mole-control-bellevue/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant burien,https://got-moles.com/mole-control-burien/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,11.0,11.0,11.0,11.0,12.0,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant burien,https://got-moles.com/mole-control-burien/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,10.0,11.0,11.0,11.0,11.0,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant enumclaw,https://got-moles.com/mole-control-enumclaw/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant enumclaw,https://got-moles.com/mole-control-enumclaw/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant federal way,https://got-moles.com/mole-repellant-federal-way/,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant federal way,https://got-moles.com/mole-repellant-federal-way/,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant issaquah,https://got-moles.com/mole-control-issaquah/,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant issaquah,https://got-moles.com/mole-control-issaquah/,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant kent,https://got-moles.com/mole-control-kent/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant kent,https://got-moles.com/mole-control-kent/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant kirkland,https://got-moles.com/kirkland/,5.0,6.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant kirkland,https://got-moles.com/kirkland/,4.0,6.0,9.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant maple valley,https://got-moles.com/mole-control-maple-valley/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant maple valley,https://got-moles.com/mole-control-maple-valley/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant olympia,https://got-moles.com/mole-control-olympia/,1.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant olympia,https://got-moles.com/mole-control-olympia/,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant orting,https://got-moles.com/mole-control-orting/,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant orting,https://got-moles.com/mole-control-orting/,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant puyallup,https://got-moles.com/mole-control-puyallup/,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant puyallup,https://got-moles.com/mole-control-puyallup/,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant redmond,https://got-moles.com/mole-trapping-redmond/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant redmond,https://got-moles.com/mole-trapping-redmond/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant renton,https://got-moles.com/mole-control-renton/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant renton,https://got-moles.com/mole-control-renton/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant sammamish,https://got-moles.com/mole-control-sammamish/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant sammamish,https://got-moles.com/mole-control-sammamish/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant seattle,https://got-moles.com/,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant seattle,https://got-moles.com/,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant snoqualmie,https://got-moles.com/mole-repellent-snoqualmie/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant snoqualmie,https://got-moles.com/mole-repellent-snoqualmie/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant south hill,https://got-moles.com/mole-control-southhill/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant south hill,https://got-moles.com/mole-control-southhill/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant sumner,https://got-moles.com/mole-control-sumner-2/,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
